37.5689804,126.9763591,174,3
37.5652525,127.0134056,919,3
37.5635144,126.9896139,406,3
37.5650526,127.0163928,963,3
37.552175,127.012375,909,3
37.5661306,126.9928763,467,3
37.5665337,127.0038758,679,3
37.55877,127.0047941,711,3
37.5608047,126.9915414,429,3
37.559012,126.9764128,185,3
37.5636434,126.9839591,311,3
37.5638243,126.9754723,161,3
37.5547667,126.9734875,152,3
37.5569113,126.9716474,115,3
37.5578854,126.967116,50,3
37.5679932,126.9799962,231,3
0,0,27,2
0,0,29,2
0,0,37,2
0,0,39,2
0,0,49,2
0,0,51,2
0,0,38,2
0,0,66,2
0,0,30,1
0,0,26,1
0,0,40,1
0,0,36,1
0,0,48,1
0,0,52,1
0,0,66,1
0,0,65,1
0,0,64,1
0,0,67,1
0,0,68,1
0,0,82,1
0,0,81,1
0,0,80,1
0,0,83,1
0,0,84,1
0,0,82,2
0,0,84,2
0,0,98,2
0,0,100,2
0,0,114,2
0,0,116,2
0,0,99,2
0,0,132,2
0,0,85,1
0,0,81,1
0,0,101,1
0,0,97,1
0,0,113,1
0,0,117,1
0,0,132,1
0,0,131,1
0,0,130,1
0,0,133,1
0,0,134,1
0,0,150,1
0,0,149,1
0,0,148,1
0,0,151,1
0,0,152,1
0,0,146,2
0,0,148,2
0,0,165,2
0,0,167,2
0,0,184,2
0,0,186,2
0,0,166,2
0,0,204,2
0,0,149,1
0,0,145,1
0,0,168,1
0,0,164,1
0,0,183,1
0,0,187,1
0,0,204,1
0,0,203,1
0,0,202,1
0,0,205,1
0,0,206,1
0,0,222,1
0,0,221,1
0,0,220,1
0,0,223,1
0,0,224,1
0,0,123,2
0,0,125,2
0,0,141,2
0,0,143,2
0,0,160,2
0,0,162,2
0,0,142,2
0,0,180,2
0,0,126,1
0,0,122,1
0,0,144,1
0,0,140,1
0,0,159,1
0,0,163,1
0,0,180,1
0,0,179,1
0,0,178,1
0,0,181,1
0,0,182,1
0,0,199,1
0,0,198,1
0,0,197,1
0,0,200,1
0,0,201,1
0,0,273,2
0,0,275,2
0,0,292,2
0,0,294,2
0,0,310,2
0,0,312,2
0,0,293,2
0,0,329,2
0,0,276,1
0,0,272,1
0,0,295,1
0,0,291,1
0,0,309,1
0,0,313,1
0,0,329,1
0,0,328,1
0,0,327,1
0,0,330,1
0,0,331,1
0,0,347,1
0,0,346,1
0,0,345,1
0,0,348,1
0,0,349,1
0,0,365,2
0,0,367,2
0,0,385,2
0,0,387,2
0,0,405,2
0,0,407,2
0,0,386,2
0,0,426,2
0,0,368,1
0,0,364,1
0,0,388,1
0,0,384,1
0,0,404,1
0,0,408,1
0,0,426,1
0,0,425,1
0,0,424,1
0,0,427,1
0,0,428,1
0,0,447,1
0,0,446,1
0,0,445,1
0,0,448,1
0,0,449,1
0,0,423,2
0,0,425,2
0,0,444,2
0,0,446,2
0,0,466,2
0,0,468,2
0,0,445,2
0,0,490,2
0,0,426,1
0,0,422,1
0,0,447,1
0,0,443,1
0,0,465,1
0,0,469,1
0,0,490,1
0,0,489,1
0,0,488,1
0,0,491,1
0,0,492,1
0,0,515,1
0,0,514,1
0,0,513,1
0,0,516,1
0,0,517,1
0,0,388,2
0,0,390,2
0,0,408,2
0,0,410,2
0,0,428,2
0,0,430,2
0,0,409,2
0,0,450,2
0,0,391,1
0,0,387,1
0,0,411,1
0,0,407,1
0,0,427,1
0,0,431,1
0,0,450,1
0,0,449,1
0,0,448,1
0,0,451,1
0,0,452,1
0,0,472,1
0,0,471,1
0,0,470,1
0,0,473,1
0,0,474,1
0,0,632,2
0,0,634,2
0,0,655,2
0,0,657,2
0,0,678,2
0,0,680,2
0,0,656,2
0,0,702,2
0,0,635,1
0,0,631,1
0,0,658,1
0,0,654,1
0,0,677,1
0,0,681,1
0,0,702,1
0,0,701,1
0,0,700,1
0,0,703,1
0,0,704,1
0,0,728,1
0,0,727,1
0,0,726,1
0,0,729,1
0,0,730,1
0,0,664,2
0,0,666,2
0,0,687,2
0,0,689,2
0,0,710,2
0,0,712,2
0,0,688,2
0,0,737,2
0,0,667,1
0,0,663,1
0,0,690,1
0,0,686,1
0,0,709,1
0,0,713,1
0,0,737,1
0,0,736,1
0,0,735,1
0,0,738,1
0,0,739,1
0,0,766,1
0,0,765,1
0,0,764,1
0,0,767,1
0,0,768,1
0,0,869,2
0,0,871,2
0,0,894,2
0,0,896,2
0,0,918,2
0,0,920,2
0,0,895,2
0,0,942,2
0,0,872,1
0,0,868,1
0,0,897,1
0,0,893,1
0,0,917,1
0,0,921,1
0,0,942,1
0,0,941,1
0,0,940,1
0,0,943,1
0,0,944,1
0,0,963,1
0,0,962,1
0,0,961,1
0,0,964,1
0,0,965,1
0,0,918,2
0,0,920,2
0,0,941,2
0,0,943,2
0,0,962,2
0,0,964,2
0,0,942,2
0,0,984,2
0,0,921,1
0,0,917,1
0,0,944,1
0,0,940,1
0,0,961,1
0,0,965,1
0,0,984,1
0,0,983,1
0,0,982,1
0,0,985,1
0,0,986,1
0,0,1004,1
0,0,1003,1
0,0,1002,1
0,0,1005,1
0,0,1006,1
0,0,136,1
0,0,137,1
0,0,138,1
0,0,155,2
0,0,156,2
0,0,157,1
0,0,175,2
0,0,176,2
0,0,193,2
0,0,194,2
0,0,195,1
0,0,211,1
0,0,212,1
0,0,213,1
0,0,193,1
0,0,194,1
0,0,195,1
0,0,196,1
0,0,211,2
0,0,212,2
0,0,213,2
0,0,214,1
0,0,230,2
0,0,232,2
0,0,233,1
0,0,249,2
0,0,250,2
0,0,251,2
0,0,252,1
0,0,268,1
0,0,269,1
0,0,270,1
0,0,271,1
0,0,116,1
0,0,117,1
0,0,133,2
0,0,134,2
0,0,135,2
0,0,153,2
0,0,151,2
0,0,154,1
0,0,173,2
0,0,172,2
0,0,171,2
0,0,170,1
0,0,192,1
0,0,191,1
0,0,190,1
0,0,189,1
0,0,115,1
0,0,132,1
0,0,150,1
0,0,169,1
0,0,188,1
0,0,861,1
0,0,860,1
0,0,859,1
0,0,858,1
0,0,857,1
0,0,886,1
0,0,885,2
0,0,884,2
0,0,883,2
0,0,882,1
0,0,911,1
0,0,910,2
0,0,908,2
0,0,907,1
0,0,935,1
0,0,934,2
0,0,933,2
0,0,932,2
0,0,931,1
0,0,957,1
0,0,956,1
0,0,955,1
0,0,954,1
